sold,quantity,price,reduction,date,store,days
6.0,6.0,168.0,40,2022-04-01,MAG_2,1
3.0,3.0,79.0,30,2022-03-01,MAG_3,0
3.0,3.0,136.0,50,2021-02-25,MAG_4,1
6.0,6.0,103.0,50,2021-10-05,MAG_1,1
5.0,5.0,17.0,30,2022-01-20,MAG_2,5
3.0,4.0,172.0,50,2021-01-11,MAG_2,2
5.0,6.0,148.0,30,2021-06-29,MAG_4,1
3.0,5.0,23.0,50,2021-12-11,MAG_2,1
5.0,5.0,66.0,50,2021-09-27,MAG_3,1
1.0,2.0,124.0,40,2021-06-26,MAG_4,1
4.0,5.0,155.0,50,2021-04-02,MAG_1,2
2.0,5.0,84.0,30,2021-08-04,MAG_3,2
0.0,6.0,22.0,30,2021-12-15,MAG_4,1
1.0,6.0,166.0,50,2021-07-20,MAG_2,2
5.0,5.0,126.0,50,2021-04-17,MAG_1,0
3.0,5.0,62.0,50,2021-07-15,MAG_4,0
-0.0,6.0,142.0,50,2021-09-01,MAG_4,1
0.0,2.0,81.0,50,2021-01-20,MAG_3,2
4.0,4.0,126.0,50,2021-12-16,MAG_3,8
6.0,6.0,55.0,50,2022-02-14,MAG_1,1
-0.0,10.0,113.0,50,2021-05-29,MAG_4,1
0.0,6.0,206.0,50,2022-01-16,MAG_4,0
4.0,4.0,139.0,30,2021-04-25,MAG_2,3
3.0,3.0,130.0,50,2021-11-26,MAG_2,4
4.0,6.0,101.0,50,2021-01-21,MAG_4,1
2.0,5.0,93.0,30,2021-01-24,MAG_4,1
0.0,2.0,73.0,30,2021-10-22,MAG_1,1
4.0,4.0,52.0,50,2021-03-01,MAG_2,9
5.0,6.0,29.0,50,2021-01-21,MAG_3,1
2.0,12.0,219.0,30,2022-03-01,MAG_1,1
2.0,2.0,195.0,40,2021-01-25,MAG_1,5
3.0,6.0,84.0,30,2021-07-12,MAG_2,1
10.0,40.0,80.0,50,2021-11-25,MAG_2,1
4.0,4.0,31.0,30,2022-03-28,MAG_2,5
6.0,6.0,40.0,50,2021-06-11,MAG_3,0
30.0,40.0,107.0,50,2022-03-16,MAG_3,0
3.0,6.0,82.0,50,2021-04-14,MAG_4,1
4.0,6.0,78.0,50,2022-02-11,MAG_4,1
3.0,3.0,133.0,30,2021-10-26,MAG_1,3
5.0,5.0,40.0,50,2021-01-25,MAG_1,4
-0.0,1.0,69.0,30,2022-01-24,MAG_4,2
5.0,5.0,67.0,30,2021-07-21,MAG_2,3
4.0,6.0,96.0,30,2021-06-22,MAG_1,1
6.0,6.0,63.0,30,2021-01-10,MAG_3,0
0.0,5.0,150.0,50,2021-03-13,MAG_3,1
-0.0,2.0,35.0,50,2022-03-03,MAG_4,1
5.0,6.0,52.0,50,2021-01-27,MAG_1,0
6.0,6.0,149.0,30,2021-02-22,MAG_3,4
0.0,1.0,102.0,40,2021-07-23,MAG_2,2
4.0,4.0,73.0,30,2021-05-25,MAG_4,9
3.0,4.0,144.0,50,2021-02-04,MAG_1,1
5.0,5.0,215.0,40,2021-02-07,MAG_1,5
1.0,3.0,73.0,40,2021-01-25,MAG_4,1
3.0,6.0,77.0,50,2021-03-30,MAG_3,0
4.0,4.0,41.0,50,2022-01-31,MAG_1,7
1.0,3.0,71.0,50,2021-12-20,MAG_2,0
2.0,2.0,51.0,50,2021-06-19,MAG_2,0
3.0,6.0,11.0,50,2021-02-08,MAG_4,1
1.0,5.0,62.0,50,2022-02-19,MAG_3,2
-0.0,2.0,143.0,50,2021-11-28,MAG_4,1
3.0,4.0,195.0,50,2021-02-14,MAG_2,0
6.0,6.0,57.0,50,2021-07-10,MAG_2,2
2.0,5.0,156.0,50,2021-08-06,MAG_4,1
6.0,6.0,67.0,50,2022-01-29,MAG_2,8
3.0,3.0,209.0,50,2021-01-21,MAG_3,3
5.0,20.0,57.0,50,2021-12-28,MAG_1,0
2.0,2.0,81.0,50,2022-03-28,MAG_1,3
6.0,6.0,102.0,30,2022-03-07,MAG_4,3
2.0,2.0,97.0,40,2022-01-10,MAG_4,5
1.0,5.0,116.0,50,2021-06-17,MAG_3,0
4.0,6.0,173.0,50,2021-02-25,MAG_3,0
3.0,5.0,147.0,50,2021-01-01,MAG_2,0
3.0,5.0,37.0,40,2021-06-12,MAG_1,1
8.0,8.0,174.0,50,2021-01-05,MAG_4,5
5.0,5.0,149.0,50,2021-02-03,MAG_2,8
2.0,3.0,149.0,50,2021-08-02,MAG_2,2
0.0,4.0,145.0,30,2022-02-08,MAG_4,1
2.0,12.0,66.0,50,2021-09-01,MAG_4,2
1.0,5.0,89.0,30,2021-03-18,MAG_2,0
2.0,5.0,97.0,50,2022-01-11,MAG_4,0
8.0,8.0,95.0,30,2021-10-15,MAG_1,1
2.0,2.0,27.0,50,2021-02-18,MAG_2,5
2.0,6.0,133.0,50,2021-12-13,MAG_2,2
4.0,12.0,126.0,30,2021-10-04,MAG_1,1
0.0,6.0,28.0,50,2021-05-27,MAG_3,2
2.0,3.0,262.0,40,2022-02-06,MAG_4,1
0.0,5.0,93.0,40,2021-08-18,MAG_3,1
5.0,5.0,208.0,50,2022-03-13,MAG_1,8
1.0,5.0,35.0,50,2021-08-11,MAG_4,0
2.0,5.0,16.0,50,2021-05-17,MAG_4,1
5.0,5.0,227.0,50,2021-12-29,MAG_2,1
5.0,5.0,36.0,50,2021-10-20,MAG_1,8
1.0,2.0,131.0,50,2021-05-31,MAG_3,1
3.0,3.0,141.0,30,2021-11-02,MAG_2,6
6.0,6.0,178.0,50,2021-10-26,MAG_1,5
2.0,5.0,163.0,50,2021-10-15,MAG_1,2
4.0,4.0,97.0,30,2021-11-30,MAG_1,9
3.0,3.0,73.0,30,2021-12-23,MAG_1,5
3.0,3.0,31.0,50,2021-12-03,MAG_4,3
-0.0,1.0,40.0,30,2021-03-22,MAG_2,1
1.0,4.0,171.0,50,2021-05-29,MAG_2,0
1.0,6.0,91.0,40,2021-06-26,MAG_1,0
3.0,6.0,122.0,50,2021-08-30,MAG_3,1
6.0,6.0,131.0,50,2022-03-28,MAG_3,0
3.0,6.0,38.0,50,2021-12-06,MAG_2,1
5.0,5.0,46.0,50,2021-07-17,MAG_2,5
3.0,3.0,87.0,50,2021-02-15,MAG_1,9
2.0,4.0,37.0,50,2022-04-01,MAG_2,0
2.0,3.0,44.0,50,2021-12-06,MAG_3,1
6.0,6.0,63.0,50,2021-01-12,MAG_3,3
0.0,4.0,101.0,30,2022-03-17,MAG_1,0
6.0,6.0,144.0,50,2021-06-30,MAG_4,6
1.0,3.0,15.0,30,2021-02-01,MAG_2,0
-0.0,5.0,60.0,50,2021-10-26,MAG_3,0
1.0,5.0,228.0,40,2021-07-10,MAG_1,0
3.0,4.0,45.0,50,2022-03-10,MAG_1,2
5.0,5.0,217.0,50,2021-06-19,MAG_1,4
3.0,3.0,74.0,50,2022-01-05,MAG_4,6
5.0,5.0,50.0,40,2021-11-18,MAG_3,9
5.0,5.0,161.0,50,2021-04-17,MAG_4,8
12.0,12.0,80.0,50,2021-06-12,MAG_4,5
3.0,6.0,112.0,50,2022-02-04,MAG_3,1
6.0,6.0,80.0,50,2021-05-10,MAG_2,3
1.0,6.0,67.0,50,2021-12-27,MAG_1,0
0.0,10.0,67.0,30,2021-04-04,MAG_4,1
1.0,3.0,182.0,40,2021-04-28,MAG_3,1
3.0,6.0,180.0,50,2021-09-22,MAG_2,1
0.0,4.0,119.0,50,2021-07-30,MAG_3,1
4.0,5.0,195.0,50,2021-02-28,MAG_2,1
2.0,5.0,49.0,30,2022-03-24,MAG_4,2
2.0,3.0,17.0,50,2021-02-22,MAG_4,1
6.0,10.0,220.0,50,2021-08-16,MAG_2,1
6.0,6.0,239.0,50,2021-06-13,MAG_2,1
2.0,2.0,80.0,30,2021-06-19,MAG_2,4
3.0,3.0,106.0,50,2021-11-19,MAG_3,5
3.0,5.0,223.0,40,2021-02-26,MAG_2,1
-0.0,12.0,136.0,30,2021-05-20,MAG_4,1
2.0,6.0,14.0,50,2022-03-21,MAG_4,1
4.0,4.0,111.0,50,2021-03-06,MAG_3,1
5.0,5.0,18.0,50,2022-02-07,MAG_4,2
1.0,1.0,15.0,50,2021-05-29,MAG_3,1
2.0,2.0,63.0,50,2021-11-26,MAG_4,1
12.0,12.0,61.0,50,2022-01-12,MAG_1,1
5.0,5.0,52.0,50,2021-07-29,MAG_1,6
5.0,5.0,150.0,30,2021-10-11,MAG_3,9
-0.0,1.0,150.0,50,2021-11-14,MAG_3,2
3.0,5.0,137.0,50,2021-02-05,MAG_1,0
2.0,2.0,75.0,50,2021-04-16,MAG_2,5
2.0,4.0,200.0,50,2021-07-15,MAG_3,1
2.0,2.0,174.0,40,2022-02-01,MAG_4,8
0.0,1.0,46.0,50,2021-01-13,MAG_2,2
2.0,3.0,134.0,40,2021-04-12,MAG_2,1
1.0,2.0,75.0,50,2021-12-19,MAG_2,0
5.0,5.0,21.0,30,2021-05-21,MAG_1,4
3.0,3.0,119.0,50,2021-12-18,MAG_3,6
6.0,6.0,125.0,50,2022-03-16,MAG_2,1
6.0,8.0,225.0,50,2021-11-30,MAG_3,1
4.0,4.0,148.0,30,2021-03-22,MAG_4,6
-0.0,12.0,119.0,50,2022-03-14,MAG_3,0
3.0,3.0,218.0,50,2022-02-28,MAG_1,1
5.0,5.0,180.0,50,2021-05-02,MAG_3,5
4.0,12.0,153.0,50,2022-01-11,MAG_2,1
1.0,1.0,158.0,50,2021-07-11,MAG_1,2
4.0,4.0,61.0,30,2022-03-18,MAG_2,1
6.0,6.0,43.0,50,2021-07-09,MAG_4,5
6.0,6.0,114.0,50,2021-09-29,MAG_2,0
3.0,4.0,82.0,50,2021-07-28,MAG_3,1
0.0,4.0,149.0,40,2021-09-14,MAG_4,1
4.0,4.0,123.0,50,2021-03-13,MAG_4,7
5.0,6.0,33.0,50,2021-05-13,MAG_1,0
4.0,4.0,117.0,30,2021-02-13,MAG_2,7
0.0,4.0,46.0,30,2021-04-06,MAG_1,1
5.0,5.0,29.0,50,2021-10-11,MAG_2,7
2.0,6.0,163.0,30,2022-02-24,MAG_2,1
2.0,2.0,106.0,50,2022-02-07,MAG_3,7
1.0,6.0,68.0,40,2021-01-21,MAG_2,0
6.0,6.0,115.0,50,2021-11-01,MAG_2,0
1.0,5.0,177.0,30,2021-04-28,MAG_4,1
5.0,30.0,96.0,50,2021-02-21,MAG_3,0
1.0,2.0,125.0,50,2021-06-27,MAG_4,2
4.0,4.0,76.0,30,2021-07-25,MAG_3,1
10.0,10.0,76.0,50,2021-10-05,MAG_4,9
3.0,3.0,92.0,50,2021-03-13,MAG_1,2
1.0,1.0,154.0,50,2021-08-22,MAG_3,1
1.0,4.0,43.0,30,2022-02-12,MAG_3,1
5.0,5.0,42.0,50,2021-05-02,MAG_2,3
2.0,2.0,81.0,50,2021-09-16,MAG_1,9
3.0,4.0,22.0,50,2021-02-13,MAG_2,1
10.0,12.0,109.0,50,2021-03-08,MAG_2,2
2.0,5.0,100.0,50,2021-12-08,MAG_1,1
3.0,4.0,198.0,50,2021-10-23,MAG_2,1
8.0,12.0,56.0,40,2021-12-26,MAG_3,0
2.0,2.0,83.0,30,2021-03-22,MAG_2,1
2.0,2.0,139.0,50,2021-11-28,MAG_1,1
1.0,2.0,67.0,30,2021-12-10,MAG_4,1
4.0,4.0,43.0,50,2021-03-08,MAG_2,0
6.0,6.0,134.0,40,2021-04-30,MAG_3,5
2.0,5.0,79.0,30,2022-02-01,MAG_4,1
1.0,5.0,99.0,50,2021-08-10,MAG_4,1
2.0,5.0,27.0,50,2021-04-23,MAG_3,0
3.0,3.0,126.0,50,2021-02-03,MAG_2,4
3.0,5.0,48.0,40,2021-10-30,MAG_3,1
6.0,6.0,198.0,50,2021-01-29,MAG_4,6
-0.0,3.0,40.0,40,2021-08-15,MAG_1,2
3.0,3.0,22.0,50,2021-05-11,MAG_3,8
5.0,5.0,99.0,50,2021-03-16,MAG_2,3
1.0,2.0,73.0,30,2022-01-27,MAG_1,0
8.0,8.0,130.0,50,2021-07-28,MAG_2,1
2.0,2.0,28.0,50,2021-11-14,MAG_3,7
3.0,3.0,105.0,50,2021-07-05,MAG_4,5
8.0,10.0,115.0,30,2021-11-30,MAG_4,1
5.0,5.0,52.0,50,2021-11-28,MAG_2,7
5.0,5.0,90.0,30,2021-04-22,MAG_4,7
5.0,5.0,11.0,50,2022-03-30,MAG_4,9
0.0,3.0,53.0,50,2021-06-17,MAG_4,2
5.0,5.0,130.0,50,2021-01-07,MAG_3,7
5.0,5.0,92.0,50,2021-10-27,MAG_2,6
0.0,6.0,182.0,30,2022-02-18,MAG_3,1
0.0,1.0,115.0,50,2021-02-06,MAG_4,1
2.0,3.0,149.0,50,2021-04-03,MAG_1,1
3.0,3.0,38.0,50,2021-01-14,MAG_2,5
6.0,6.0,68.0,50,2021-03-03,MAG_4,5
2.0,6.0,90.0,30,2021-06-10,MAG_1,1
4.0,4.0,153.0,30,2021-04-02,MAG_3,9
6.0,6.0,56.0,50,2021-07-28,MAG_4,8
3.0,3.0,131.0,30,2021-01-16,MAG_2,1
5.0,5.0,147.0,30,2021-03-26,MAG_1,8
4.0,4.0,48.0,50,2022-01-06,MAG_2,4
6.0,6.0,153.0,50,2022-02-13,MAG_2,1
1.0,2.0,121.0,50,2021-03-14,MAG_2,1
2.0,5.0,113.0,50,2022-01-06,MAG_2,0
0.0,1.0,102.0,30,2021-03-10,MAG_2,1
6.0,6.0,72.0,50,2021-12-30,MAG_3,9
3.0,5.0,129.0,40,2021-05-23,MAG_4,1
6.0,6.0,31.0,50,2021-07-22,MAG_1,9
5.0,5.0,221.0,30,2021-08-13,MAG_3,1
5.0,6.0,41.0,50,2021-04-14,MAG_2,1
3.0,4.0,89.0,50,2021-11-09,MAG_1,1
3.0,3.0,88.0,30,2021-12-25,MAG_3,7
1.0,5.0,40.0,50,2021-08-24,MAG_4,0
4.0,4.0,145.0,50,2021-07-24,MAG_2,3
3.0,6.0,104.0,30,2021-05-06,MAG_4,1
0.0,10.0,232.0,50,2022-03-01,MAG_4,1
4.0,4.0,60.0,40,2021-07-08,MAG_2,2
3.0,4.0,39.0,30,2021-10-04,MAG_3,1
5.0,6.0,99.0,50,2022-01-26,MAG_3,1
3.0,4.0,93.0,50,2021-11-23,MAG_4,1
0.0,4.0,59.0,50,2021-04-07,MAG_2,0
6.0,6.0,152.0,50,2021-09-28,MAG_2,9
4.0,4.0,16.0,50,2021-03-12,MAG_1,8
6.0,6.0,128.0,50,2021-05-10,MAG_1,3
5.0,5.0,140.0,40,2021-10-13,MAG_2,8
2.0,12.0,103.0,50,2021-03-17,MAG_3,2
6.0,6.0,109.0,50,2021-01-16,MAG_2,0
-0.0,1.0,57.0,40,2021-05-25,MAG_3,1
0.0,2.0,132.0,50,2021-03-10,MAG_1,1
1.0,5.0,211.0,30,2021-12-19,MAG_4,1
1.0,5.0,130.0,30,2021-04-12,MAG_4,1
5.0,5.0,12.0,50,2021-08-06,MAG_3,4
6.0,6.0,26.0,30,2021-12-14,MAG_3,8
2.0,2.0,87.0,50,2021-12-21,MAG_2,1
3.0,5.0,67.0,50,2021-02-25,MAG_3,0
2.0,3.0,94.0,50,2021-05-29,MAG_4,1
2.0,4.0,12.0,50,2022-02-21,MAG_4,0
2.0,4.0,23.0,50,2021-05-18,MAG_1,0
4.0,10.0,29.0,30,2021-11-15,MAG_1,1
1.0,1.0,175.0,30,2021-08-29,MAG_3,8
3.0,3.0,111.0,50,2021-06-26,MAG_1,1
1.0,5.0,24.0,30,2021-01-09,MAG_3,0
0.0,2.0,29.0,50,2022-02-22,MAG_4,1
1.0,4.0,124.0,50,2021-08-17,MAG_1,1
-0.0,1.0,220.0,30,2021-06-10,MAG_3,1
2.0,2.0,177.0,30,2022-01-17,MAG_1,5
2.0,4.0,92.0,50,2021-12-22,MAG_4,1
1.0,5.0,72.0,50,2021-03-16,MAG_1,1
3.0,5.0,76.0,50,2021-05-26,MAG_4,2
5.0,5.0,206.0,50,2022-01-07,MAG_2,5
3.0,3.0,48.0,50,2021-05-13,MAG_3,5
3.0,3.0,104.0,50,2021-02-05,MAG_2,5
6.0,6.0,47.0,30,2021-06-03,MAG_4,5
6.0,6.0,59.0,50,2021-09-16,MAG_3,1
2.0,2.0,14.0,40,2021-04-11,MAG_3,9
2.0,2.0,55.0,40,2021-01-14,MAG_1,9
4.0,6.0,134.0,50,2021-07-29,MAG_2,0
4.0,4.0,12.0,30,2021-01-10,MAG_1,0
3.0,3.0,161.0,50,2022-01-05,MAG_4,1
4.0,6.0,36.0,50,2022-03-23,MAG_4,0
2.0,4.0,33.0,30,2021-12-03,MAG_2,1
1.0,4.0,49.0,30,2021-01-21,MAG_1,0
-0.0,4.0,111.0,40,2021-03-18,MAG_4,1
4.0,4.0,140.0,50,2021-12-11,MAG_1,4
-0.0,2.0,106.0,30,2021-05-11,MAG_3,0
0.0,10.0,83.0,40,2021-06-15,MAG_1,0
2.0,2.0,69.0,50,2021-04-02,MAG_1,0
4.0,8.0,87.0,50,2021-09-21,MAG_4,1
3.0,3.0,256.0,30,2022-03-22,MAG_1,6
4.0,4.0,178.0,50,2022-02-11,MAG_3,4
3.0,5.0,125.0,50,2021-01-17,MAG_3,0
8.0,8.0,115.0,50,2021-04-25,MAG_2,4
1.0,1.0,165.0,50,2021-08-18,MAG_3,1
1.0,5.0,132.0,50,2022-02-05,MAG_3,1
20.0,20.0,44.0,40,2022-01-11,MAG_3,8
2.0,3.0,121.0,50,2022-02-08,MAG_4,0
4.0,6.0,20.0,30,2021-02-07,MAG_4,1
0.0,4.0,113.0,30,2021-02-19,MAG_4,0
6.0,6.0,142.0,50,2021-06-20,MAG_3,6
3.0,3.0,141.0,50,2022-03-24,MAG_2,9
-0.0,1.0,72.0,50,2021-02-09,MAG_1,1
1.0,3.0,140.0,30,2021-02-04,MAG_2,1
0.0,4.0,83.0,50,2021-02-15,MAG_3,1
1.0,6.0,77.0,30,2021-09-26,MAG_1,1
5.0,6.0,136.0,40,2021-07-30,MAG_3,1
2.0,2.0,102.0,50,2021-08-20,MAG_4,4
1.0,3.0,230.0,50,2022-01-22,MAG_4,1
5.0,5.0,51.0,50,2021-10-12,MAG_2,0
2.0,2.0,88.0,30,2021-12-17,MAG_2,0
2.0,2.0,32.0,50,2021-08-17,MAG_1,1
4.0,4.0,162.0,50,2021-11-04,MAG_1,0
5.0,5.0,81.0,50,2021-05-24,MAG_1,3
2.0,5.0,48.0,50,2021-11-02,MAG_2,1
10.0,10.0,116.0,40,2022-01-16,MAG_3,8
2.0,2.0,136.0,50,2021-06-24,MAG_2,1
4.0,5.0,122.0,30,2021-01-23,MAG_2,0
1.0,4.0,83.0,40,2022-03-30,MAG_4,1
10.0,10.0,126.0,50,2021-10-16,MAG_4,2
3.0,4.0,110.0,50,2021-02-22,MAG_1,1
6.0,6.0,141.0,50,2021-03-25,MAG_1,7
1.0,5.0,107.0,50,2021-09-21,MAG_2,1
3.0,4.0,121.0,30,2021-03-12,MAG_3,0
5.0,6.0,88.0,50,2021-11-29,MAG_3,0
4.0,4.0,26.0,30,2021-01-24,MAG_3,6
3.0,3.0,55.0,50,2021-07-06,MAG_4,4
2.0,5.0,111.0,50,2021-12-09,MAG_3,1
1.0,1.0,13.0,50,2021-09-10,MAG_2,1
1.0,2.0,188.0,40,2021-11-01,MAG_2,1
0.0,6.0,198.0,30,2021-02-15,MAG_4,0
5.0,5.0,35.0,50,2021-01-08,MAG_4,3
3.0,3.0,122.0,30,2021-08-10,MAG_3,4
1.0,3.0,152.0,30,2021-06-20,MAG_3,1
3.0,3.0,90.0,50,2021-01-15,MAG_3,4
12.0,12.0,18.0,50,2021-06-07,MAG_4,4
4.0,4.0,144.0,50,2021-11-22,MAG_1,3
6.0,6.0,114.0,50,2021-09-09,MAG_3,7
2.0,2.0,173.0,30,2021-11-26,MAG_2,1
5.0,6.0,93.0,50,2021-09-12,MAG_4,2
3.0,3.0,77.0,50,2021-04-25,MAG_3,8
6.0,6.0,74.0,40,2021-06-04,MAG_3,9
1.0,4.0,79.0,50,2022-02-13,MAG_1,0
4.0,4.0,91.0,50,2021-12-13,MAG_4,1
6.0,6.0,120.0,30,2021-01-03,MAG_3,7
0.0,4.0,99.0,30,2022-03-29,MAG_3,0
2.0,2.0,156.0,40,2022-02-21,MAG_1,5
4.0,4.0,140.0,50,2021-12-03,MAG_1,1
6.0,6.0,201.0,50,2022-03-08,MAG_1,4
6.0,6.0,65.0,30,2022-03-10,MAG_4,6
20.0,20.0,191.0,30,2021-05-31,MAG_4,0
5.0,5.0,106.0,50,2021-12-06,MAG_3,2
-0.0,1.0,70.0,50,2021-09-18,MAG_3,1
6.0,6.0,124.0,50,2021-03-04,MAG_1,7
6.0,8.0,22.0,30,2021-09-20,MAG_1,0
2.0,2.0,87.0,30,2021-06-16,MAG_4,1
4.0,4.0,70.0,40,2022-01-05,MAG_2,6
2.0,2.0,44.0,50,2021-10-30,MAG_2,8
2.0,2.0,71.0,40,2021-01-30,MAG_4,0
6.0,6.0,83.0,40,2022-01-06,MAG_3,1
1.0,5.0,218.0,40,2021-09-10,MAG_1,1
4.0,10.0,21.0,50,2022-02-25,MAG_2,0
1.0,4.0,203.0,50,2022-01-20,MAG_3,1
3.0,5.0,48.0,50,2021-01-03,MAG_1,1
-0.0,4.0,123.0,50,2022-03-18,MAG_1,2
4.0,5.0,52.0,50,2021-02-23,MAG_4,0
4.0,4.0,110.0,50,2022-03-01,MAG_1,8
6.0,6.0,76.0,50,2021-09-07,MAG_2,3
2.0,4.0,110.0,30,2021-09-26,MAG_1,2
2.0,3.0,150.0,40,2022-03-23,MAG_1,0
-0.0,20.0,45.0,50,2021-08-20,MAG_3,0
6.0,6.0,129.0,30,2021-04-20,MAG_2,3
10.0,10.0,141.0,30,2021-09-14,MAG_3,4
4.0,5.0,212.0,50,2021-02-09,MAG_3,1
3.0,5.0,175.0,40,2021-12-18,MAG_4,0
6.0,6.0,131.0,30,2021-04-05,MAG_2,4
-0.0,1.0,81.0,40,2021-03-21,MAG_1,1
1.0,3.0,53.0,30,2021-02-07,MAG_1,1
2.0,5.0,110.0,50,2021-03-01,MAG_4,1
5.0,6.0,40.0,50,2021-08-15,MAG_3,0
-0.0,2.0,44.0,50,2021-08-28,MAG_2,1
2.0,4.0,137.0,50,2022-03-10,MAG_4,1
3.0,6.0,83.0,50,2021-07-12,MAG_1,1
4.0,4.0,87.0,50,2021-01-13,MAG_3,0
12.0,12.0,23.0,50,2021-07-12,MAG_2,3
1.0,1.0,58.0,40,2021-07-06,MAG_3,1
2.0,3.0,89.0,50,2021-06-01,MAG_1,1
6.0,6.0,52.0,30,2021-02-27,MAG_2,9
4.0,6.0,43.0,30,2021-12-03,MAG_2,2
4.0,5.0,59.0,50,2021-11-22,MAG_4,1
6.0,6.0,76.0,40,2021-09-02,MAG_3,1
2.0,5.0,55.0,30,2022-03-27,MAG_3,1
1.0,2.0,40.0,40,2022-01-31,MAG_2,1
4.0,6.0,91.0,50,2021-12-08,MAG_2,2
1.0,1.0,128.0,50,2022-02-20,MAG_3,1
6.0,6.0,86.0,40,2021-08-04,MAG_4,0
2.0,2.0,142.0,30,2022-03-29,MAG_2,1
3.0,6.0,57.0,50,2021-04-17,MAG_1,2
4.0,4.0,189.0,50,2021-01-01,MAG_2,3
0.0,1.0,110.0,50,2021-07-01,MAG_2,0
1.0,4.0,104.0,30,2022-03-12,MAG_4,1
4.0,4.0,143.0,40,2022-02-25,MAG_3,4
2.0,2.0,72.0,50,2021-06-04,MAG_1,1
3.0,3.0,191.0,40,2021-08-20,MAG_3,6
6.0,6.0,65.0,50,2021-07-16,MAG_3,3
2.0,3.0,198.0,40,2021-02-04,MAG_4,1
2.0,4.0,186.0,50,2021-06-28,MAG_3,1
2.0,2.0,39.0,50,2021-07-21,MAG_1,2
3.0,3.0,57.0,50,2021-02-08,MAG_2,1
2.0,2.0,205.0,30,2021-09-28,MAG_2,7
5.0,5.0,46.0,30,2021-07-26,MAG_4,3
5.0,6.0,121.0,50,2021-10-10,MAG_4,1
6.0,6.0,225.0,40,2022-03-31,MAG_3,1
2.0,3.0,111.0,30,2021-12-25,MAG_3,0
4.0,4.0,162.0,40,2021-07-05,MAG_4,7
6.0,6.0,29.0,30,2021-04-04,MAG_2,7
1.0,4.0,74.0,50,2021-06-01,MAG_2,1
0.0,2.0,156.0,50,2021-06-23,MAG_1,2
1.0,2.0,40.0,50,2021-06-12,MAG_1,0
6.0,6.0,90.0,50,2021-04-19,MAG_4,4
-0.0,6.0,53.0,50,2021-07-08,MAG_3,2
2.0,6.0,62.0,50,2021-07-14,MAG_1,1
1.0,1.0,193.0,50,2021-08-24,MAG_1,4
4.0,4.0,177.0,50,2021-05-07,MAG_3,0
10.0,10.0,72.0,50,2022-03-26,MAG_1,5
0.0,4.0,157.0,50,2021-03-01,MAG_3,1
1.0,3.0,250.0,50,2021-01-08,MAG_1,1
0.0,1.0,154.0,50,2021-10-10,MAG_3,2
6.0,8.0,90.0,50,2021-12-10,MAG_4,0
1.0,6.0,65.0,50,2021-09-03,MAG_2,2
1.0,2.0,33.0,50,2021-05-24,MAG_3,2
4.0,5.0,263.0,40,2021-05-14,MAG_4,1
-0.0,3.0,127.0,30,2021-06-23,MAG_1,1
1.0,5.0,90.0,30,2021-11-12,MAG_2,1
5.0,5.0,32.0,30,2021-04-28,MAG_4,7
4.0,4.0,45.0,30,2021-12-25,MAG_3,1
4.0,4.0,35.0,30,2021-06-10,MAG_4,2
4.0,4.0,185.0,40,2022-02-14,MAG_4,5
6.0,6.0,69.0,30,2021-04-03,MAG_1,1
2.0,3.0,153.0,50,2021-08-20,MAG_4,0
3.0,4.0,90.0,30,2021-08-17,MAG_1,1
3.0,4.0,58.0,50,2021-08-08,MAG_4,2
0.0,1.0,98.0,50,2021-01-11,MAG_3,2
0.0,4.0,105.0,30,2021-08-01,MAG_1,1
4.0,4.0,72.0,50,2021-08-12,MAG_2,3
3.0,6.0,87.0,50,2021-01-07,MAG_1,1
0.0,8.0,130.0,30,2022-02-27,MAG_2,1
5.0,5.0,59.0,50,2021-07-31,MAG_4,6
5.0,5.0,139.0,50,2021-01-17,MAG_4,5
6.0,6.0,213.0,50,2021-10-17,MAG_4,4
3.0,3.0,181.0,50,2021-10-25,MAG_2,3
3.0,4.0,67.0,30,2021-03-11,MAG_2,1
6.0,8.0,131.0,50,2021-12-25,MAG_2,2
6.0,6.0,65.0,50,2022-03-23,MAG_3,6
6.0,6.0,47.0,50,2022-02-07,MAG_3,6
2.0,5.0,116.0,30,2021-04-09,MAG_3,2
3.0,3.0,72.0,50,2021-04-01,MAG_2,6
2.0,4.0,103.0,50,2021-03-18,MAG_1,1
5.0,5.0,62.0,50,2021-11-14,MAG_3,6
1.0,1.0,150.0,50,2022-01-05,MAG_3,6
0.0,10.0,128.0,50,2021-08-04,MAG_4,0
1.0,6.0,113.0,50,2022-03-11,MAG_1,0
2.0,3.0,134.0,30,2021-09-15,MAG_2,1
5.0,5.0,60.0,50,2022-03-04,MAG_4,4
4.0,4.0,68.0,50,2021-04-24,MAG_3,1
4.0,5.0,125.0,50,2021-03-25,MAG_3,1
3.0,5.0,80.0,30,2022-01-05,MAG_2,1
12.0,12.0,59.0,50,2021-12-25,MAG_3,7
5.0,5.0,67.0,50,2021-03-20,MAG_3,1
8.0,8.0,75.0,50,2021-07-04,MAG_4,6
-0.0,4.0,120.0,50,2021-04-15,MAG_3,1
4.0,4.0,110.0,50,2021-11-07,MAG_2,1
5.0,5.0,138.0,50,2021-05-18,MAG_4,7
1.0,1.0,266.0,40,2021-07-13,MAG_4,0
3.0,4.0,187.0,50,2021-02-01,MAG_3,1
2.0,6.0,64.0,30,2022-02-28,MAG_2,2
